,Source,Target,Weight
540,Brian,Turann,3
541,Sons,Earth,3
542,Cian,Turann,3
543,Turann,Nuada,3
544,Fomor,Son,3
545,Son,Name,3
546,Nuada,Sons,3
547,Lauve,Wonder-tales,3
548,Fauda,Wonder-tales,3
549,Brian,Apples,3
550,Lugh,Enya,3
551,Brian,Lugh,3
552,Ireland,Help,3
553,Lauve,Turann,3
554,Fauda,Turann,3
555,Lugh,Bid,3
556,Lauve,Lugh,3
557,Brian,Boat,3
558,Stars,Sea,3
559,Ireland,Treasures,3
560,Turann,Hill,3
561,Midkena,Spell,3
562,Midkena,Sea,3
563,Lugh,Swift,3
564,Turann,Eric-fine,3
565,Lugh,Radiance,3
566,Fomor,Great,3
567,Brigi't,Heaven,3
568,Peace,Earth,3
569,Heaven,Earth,3
570,Angus,Singing,3
571,Look,Hills,3
572,Ireland,Slieve,3
573,Slieve,Nemthann,3
574,Slieve,Curlieu,3
575,Slieve,Hills,3
576,Slieve,Crauchan,3
577,Slieve,Aigle,3
578,Slieve,Mountains,3
579,Fomor,Water,3
580,Ireland,Water,3
581,Ireland,Lough,3
582,Lough,Mask,3
583,Lough,Strangford,3
584,Neagh,Lough,3
585,Tuatha,Water,3
586,Tuatha,Lake,3
587,Danaan,Lake,3
588,Fomor,Waves,3
589,Tuatha,Battle,3
590,Danaan,Battle,3
591,Dana,Mother,3
592,Balor,Beimann,3
593,Swift,Advance,3
594,Swift,Lugh,3
595,Lugh,Voice,3
596,Balor,Voice,3
597,Spear,Strength,3
598,Chant,Heaven,3
599,Ireland,Children,3
600,Ireland,Ships,3
601,Land,Rann,3
602,Amergin,Land,3
603,Sea,Makes,3
604,Makes,Ah-ro-he,3
605,Seven,Ah-ro-he,3
606,Combats,Ah-ro-he,3
607,Vulture,Ah-ro-he,3
608,Rock,Ah-ro-he,3
609,Ray,Ah-ro-he,3
610,Sun,Ah-ro-he,3
611,Fairest,Ah-ro-he,3
612,Plants,Ah-ro-he,3
613,Wild,Ah-ro-he,3
614,Boar,Ah-ro-he,3
615,Salmon,Ah-ro-he,3
616,Water,Ah-ro-he,3
617,Lake,Ah-ro-he,3
618,Plain,Ah-ro-he,3
619,Knowledge,Ah-ro-he,3
620,Head,Who,3
621,Ah-ro-he,Who,3
622,Amergin,Place,3
623,Brigit,Shape,3
624,Amergin,Brigit,3
625,Brigit,Queen,3
626,Brigit,World,3
627,Milesians,Danaan,3
628,Children,Father,3
629,Angus,Ethaun,3
630,World,Angus,3
631,Gods,Angus,3
632,Midyir,Worlds,3
633,Ildathach,Earth,3
634,Dark,Earth,3
635,Midyir,Earth,3
636,Midyir,Brightness,3
637,Fuamach,Fly,3
638,Gods,Midyir,3
639,Ethaun,Palace,3
640,West,Trees,3
641,Deathless,Ones,3
642,Deathless,Ethaun,3
643,Golden,King,3
644,Fly,King,3
645,Ireland,Eochy,3
646,Queen,Ethaun,3
647,Deathless,Hands,3
648,Ethaun,Gladness,3
649,Ethaun,People,3
650,Midyir,Eochy,3
651,Midyir,Eochy.,3
652,Eochy.,Horses,3
653,Come,Horses,3
654,Come,Wind,3
655,Come,Scatter,3
656,Come,Embers,3
657,Come,Day,3
658,Come,Hands,3
659,Aodh,Fionnuala,3
660,Moyle,Time,3
661,Moyle,Years,3
662,Children,Swans,3
663,Sea,Moyle,3
664,Sea,Swans,3
665,Moyle,Swans,3
666,Aodh,Feathers,3
667,Conn,Aodh,3
668,Aodh,Voice,3
669,Aodh,Sun,3
670,Aodh,Heavens,3
671,Aodh,Sight,3
672,Aibric,Mountain,3
673,Lir,Ireland,3
674,Osric,Teigue,3
675,Teigue,Aidan,3
676,Eterscel,High,3
677,Aidan,Osric,3
678,Aidan,Teigue,3
679,Teigue,Luck-child,3
680,Teigue,Flute,3
681,Osric,Arrows,3
682,Aidan,Stories,3
683,Hidden,People,3
684,Aidan,Luck-child,3
685,Teigue,Hound,3
686,King,Child,3
687,Conary,Hills,3
688,Conary,Ireland,3
689,Donn,Fer,3
690,Fer,Gel,3
691,Fer,Druth,3
692,Fer,Fool,3
693,Fer,Boys,3
694,Gel,Fer,3
695,Druth,Fer,3
696,Fool,Conary,3
697,Fer,Love,3
698,Conary,Father,3
699,Conary,Brothers,3
700,Conary,Mor,3
701,Conary,Chariot,3
702,Conary,Spear,3
703,Conary,Thee,3
704,Mor,Man,3
705,Conary,Reign,3
706,Conary,Kings,3
707,Fer,Thee,3
708,Rogain,Thee,3
709,Fer,Blood,3
710,Rogain,Conary,3
711,Rogain,Tears,3
712,Ingcel,Raid,3
713,Mor,Raid,3
714,Fer,Delight,3
715,Fer,Royal,3
716,Fer,House,3
717,Fer,Tara,3
718,Fer,Word,3
719,Conary,Man,3
720,Bruiden,Mac,3
721,Bruiden,Doors,3
722,Derga,Doors,3
723,Mac,King,3
724,Cecht,King,3
725,Derga,Conary,3
726,Conary,Fire,3
727,Alas,Conary,3
728,Conary,Spear-cast,3
729,King,Riders,3
730,Ireland,Riders,3
731,Conary,Words,3
732,Fer,Swine,3
733,Caille,Swine,3
734,Conary,Cualu,3
735,Ben,Edar,3
736,Ingcel,Conary,3
737,Bruiden,House,3
738,Ingcel,Fer,3
739,Fer,Cecht,3
740,Mac,Fire,3
741,Cecht,Fire,3
742,Bruiden,Dodder,3
743,Mac,Mountain,3
744,Cecht,Mountain,3
745,Ingcel,Thou,3
746,Fer,Son,3
747,Regain,Man,3
748,Lomna,Man,3
749,Fer,Hair,3
750,Lomna,Ruin,3
751,Lomna,Country,3
752,Lomna,Woe,3
753,Woe,Ingcel,3
754,Lomna,Destruction,3
755,Rogain,Mac,3
756,Rogain,Cecht,3
757,Mac,Earth-shaker,3
758,Cecht,Earth-shaker,3
759,Conary,Woe,3
760,Ingcel.,Thou,3
761,Conary,World,3
762,Ossur,Hound,3
763,Fool,Ochone,3
764,Destruction,Ochone,3
765,Ochone,Rise,3
766,Ochone,Sea-wolves,3
767,Conary,Water,3
768,King,Cup,3
769,Liffey,Water,3
770,Liffey,Boyne,3
771,Shannon,Lake,3
772,Shannon,River,3
773,University,California,3
774,University,Richmond,3
775,California,Richmond,3
776,Cow,Lugh,2
777,Land,Living,2
778,Land,Ogma,2
779,Brigit,Midyir,2
780,Brigit,Ogma,2
781,Midyir,Red-maned,2
782,Midyir,Splendour,2
783,Midyir,Dagda,2
784,Ogma,People,2
785,Sun,People,2
786,Dagda,Lords,2
787,Dana,Brigit,2
788,Angus,Song,2
789,Earth,Dagda,2
790,Earth,Who,2
791,Dagda,Pit,2
792,Earth,Thought,2
793,Earth,Dream,2
794,Silver,Earth,2
795,Brigit,Beauty,2
796,Earth,Beauty,2
797,Earth,Music,2
798,Angus,Earth,2
799,Abyss,Blossom,2
800,Angus,Hand,2
