Source,Target
sound,harp
sound,king
sound,locusts
sound,rock
space,air
space,barriers
space,centre
space,city
space,column
space,dance
space,destruction
space,egg
space,enclosure
space,figures
space,flight
space,fountain
space,heaven
space,journey
space,level
space,love
space,music
space,four
space,palace
space,saturn
space,ship
space,temple
space,time
space,wall
space,wheel
space,white
space,world
staff,fool
staff,rod
staff,weapons
stag,animals
stag,hunt
star,anchor
star,hand
star,light
star,locusts
star,man
star,mountain
star,shape
star,stars
star,steps
star,war
stars,colour
stars,heaven
stars,hesperides
stars,net
stars,eight
stars,star
steed,blood
steed,horse
steel,sword
steps,mountain
steps,names
steps,space
steps,temple
steps,thunderbolt
steps,treasure
stone,chain
stone,child
stone,column
stone,enchantment
stone,enclosure
stone,hole
stone,mother
stone,music
stone,object
stone,rock
stone,space
stone,water
storm,eagle
stranger,combat
strength,dragon
strength,fire
strength,fountain
strength,horns
strength,light
strength,lion
strength,moon
strength,mother
strength,power
strength,serpent
string,garland
string,necklace
sun,apollo
sun,balder
sun,bird
sun,bull
sun,chariot
sun,circle
sun,cold
sun,crow
sun,crown
sun,desert
sun,eagle
sun,egg
sun,eternity
sun,eye
sun,fight
sun,fire
sun,foot
sun,forest
sun,gold
sun,heart
sun,heat
sun,hero
sun,hesperides
sun,horse
sun,hours
sun,king
sun,lake
sun,lion
sun,locusts
sun,man
sun,matter
sun,mirror
sun,moon
sun,mouth
sun,music
sun,nature
sun,ocean
sun,prince
sun,shadow
sun,ship
sun,space
sun,staff
sun,styx
sun,swan
sun,temple
sun,time
sun,twilight
sun,water
sun,west
sun,wheel
sun,wings
superiority,bull
superiority,fire
superiority,flight
superiority,gold
superiority,light
superiority,metals
superiority,space
swan,animals
swan,goose
swan,harp
sword,abyss
sword,blood
sword,book
sword,city
sword,fire
sword,gold
sword,justice
sword,knife
sword,knot
sword,object
sword,trident
sword,weapons
sword,world
teeth,bite
teeth,locusts
teeth,mouth
teeth,power
teeth,trident
temple,castle
temple,centre
temple,column
temple,hunter
temple,lake
temple,lamp
temple,lyre
temple,man
temple,ship
thirst,apple
thirst,dragon
thread,loss
thread,minotaur
thread,string
threshold,dwarf
threshold,guardian
throne,emperor
throne,jupiter
throne,justice
thunderbolt,bull
thunderbolt,dew
thunderbolt,eagle
thunderbolt,jupiter
thunderbolt,mountain
thunderbolt,weapons
thunderbolt,wings
time,abyss
time,ages
time,ark
time,boar
time,centre
time,colour
time,dance
time,death
time,destruction
time,dragon
time,egg
time,eternity
time,euphrates
time,eye
time,farmer
time,fire
time,flocks
time,fool
time,fountain
time,garden
time,giant
time,gloves
time,heart
time,hell
time,island
time,king
time,labyrinth
time,lake
time,level
time,marks
time,metals
time,mirror
time,moon
time,music
time,neptune
time,object
time,plants
time,procession
time,prometheus
time,ring
time,river
time,saturn
time,sign
time,space
time,sword
time,temple
time,thunderbolt
time,twilight
time,wall
time,water
time,wheel
time,world
tomb,colour
tower,bower
tower,room
tower,window
treasure,castle
treasure,colour
treasure,giant
treasure,gold
treasure,hesperides
treasure,mistletoe
treasure,palace
treasure,serpent
tree,bird
tree,birds
tree,bone
tree,choice
tree,column
tree,death
tree,dew
tree,enclosure
tree,forest
tree,fountain
tree,laurel
tree,mistletoe
tree,mountain
tree,oak
tree,plants
tree,seed
tree,serpent
tree,ship
tree,sign
tree,stag
tree,steps
tree,sword
tree,tower
trident,fight
trident,horse
trident,neptune
trident,power
trident,rod
trident,weapons
triumph,monsters
triumph,procession
triumph,ship
triumph,strength
triumph,wolf
twilight,wolf
valley,music
valley,trumpet
venus,belt
venus,lamp
venus,swan
vessel,cauldron
vessel,object
vessel,ship
victory,animals
victory,chariot
victory,crown
victory,dwarf
victory,eagle
victory,fire
victory,hawk
victory,hesperides
victory,king
victory,knot
victory,monsters
victory,ship
victory,weapons
victory,wings
voyage,boat
voyage,swan
vulture,mother
vulture,prometheus
wall,house
wall,mirror
wall,teeth
war,blood
war,combat
war,hero
war,horse
war,knot
war,sword
warriors,crowd
warriors,hero
warriors,trumpet
water,air
water,animals
water,basket
water,bath
water,blood
water,bull
water,cauldron
water,centre
water,colour
water,deluge
water,desert
water,destruction
water,devil
water,dew
water,dragon
water,eagle
water,elements
water,fire
water,flight
water,fountain
water,garden
water,hair
water,horse
water,ice
water,lake
water,life
water,man
water,mirror
water,mist
water,moon
water,mother
water,music
water,net
water,nymphs
water,ocean
water,rain
water,scales
water,shadow
water,smoke
water,stars
water,superiority
water,temple
water,tree
water,trumpet
water,well
water,wolf
waves,horse
waves,meadow
waves,serpent
waves,swan
weapons,cave
weapons,father
weapons,mars
weapons,monsters
weapons,pegasus
weapons,sword
weapons,teeth
weaving,colour
well,ages
well,air
well,animals
well,bird
well,blood
well,bower
well,bull
well,castle
well,cauldron
well,centre
well,circle
well,city
well,colour
well,column
well,crow
well,crowd
well,death
well,door
well,double
well,dragon
well,farmer
well,fire
well,fountain
well,hair
well,hand
well,head
well,hell
well,herbs
well,hero
well,horse
well,house
well,instruments
well,journey
well,knot
well,life
well,man
well,mask
well,minstrel
well,mirror
well,mountain
well,music
well,saturn
well,seasons
well,shape
well,stone
well,sword
well,trident
well,wheel
well,wings
west,animals
west,bird
west,centre
west,elements
west,giant
west,hand
west,man
west,mother
west,serpent
west,space
west,stag
west,threshold
west,tree
west,twilight
wheel,ass
wheel,centre
wheel,flight
wheel,fool
wheel,heart
wheel,hunter
wheel,lamp
wheel,shape
wheel,year
white,blood
white,circle
white,colour
white,crown
white,dragon
white,elements
white,fool
white,gold
white,harp
white,horse
white,hunt
white,mountain
white,swan
white,triumph
white,waves
wind,air
wind,bird
wind,cloak
wind,elements
wind,horse
wind,hunter
wind,sails
wine,blood
wine,vine
wings,animals
wings,bird
wings,cloak
wings,death
wings,devil
wings,dragon
wings,eagle
wings,eye
wings,flight
wings,locusts
wings,weapons
wolf,animals
wolf,dog
wolf,triumph
woman,cave
woman,choice
woman,city
woman,colour
woman,dragon
woman,island
woman,man
woman,mother
woman,ocean
woman,serpent
wood,coal
wood,dragon
wood,giant
wood,hunter
wood,moon
wood,mountain
wood,sword
world,abyss
world,ages
world,animals
world,book
world,castle
world,cave
world,cerberus
world,chaos
world,chariot
world,child
world,circle
world,cloak
world,clouds
world,cow
world,darkness
world,deluge
world,dragon
world,egg
world,emperor
world,euphrates
world,farmer
world,father
world,goblet
world,hamlet
world,harp
world,hole
world,horse
world,image
world,journey
world,jupiter
world,labyrinth
world,love
world,man
world,mars
world,metals
world,mirror
world,moon
world,mouth
world,musician
world,narcissus
world,oak
world,power
world,rock
world,seed
world,space
world,spark
world,star
world,steps
world,sword
world,temple
world,thunderbolt
world,valley
world,wall
world,weapons
world,wheel
world,white
world,wolf
year,bull
year,circle
year,disguise
year,dreams
year,egg
year,journey
year,lake
year,persephone
year,procession
year,sword
